country,clinic_name,location,website,source_type,discovery_source,review_status,validation,evidence
Germany,Passauer Wolf Bad Griesbach,"Bad Griesbach, Bavaria",https://www.passauerwolf.de/standorte/bad-griesbach/,curated | curated-dataset | germany-second-pass-official-seed,src/lib/data/centers.js | Passauer Wolf specialist rehabilitation group seed,known | candidate,verified in app | candidate (strict),"Official page matched neurology, stroke and Parkinson evidence | Passauer Wolf specialist rehabilitation provider | Relevant for neurological rehabilitation in Bavaria || neurologie | rehabilitation | schlaganfall | parkinson | rehab | neurolog | neuro | klinik | zentrum"
Germany,Passauer Wolf Nittenau,"Nittenau, Bavaria",https://www.passauerwolf.de/standorte/nittenau/,curated | curated-dataset | germany-second-pass-official-seed,src/lib/data/centers.js | Passauer Wolf specialist rehabilitation group seed,known | candidate,verified in app | candidate (strict),"Official page matched neurology, stroke and Parkinson evidence | Passauer Wolf specialist rehabilitation provider | Relevant for neurological and Parkinson rehabilitation pathways || neurologie | rehabilitation | schlaganfall | parkinson | rehab | neurolog | neuro | klinik | zentrum"
Germany,RehaNova Köln,"Cologne, North Rhine-Westphalia",https://www.rehanova.de/,curated | curated-dataset | germany-pilot-official-seed,src/lib/data/centers.js | official clinic site,known | candidate,verified in app | candidate (strict),"Official site describes a neurological-neurosurgical rehabilitation clinic | Matched phase B-D, stroke, MS and Parkinson signals | Strong candidate for complex inpatient neurorehabilitation || neurologisch-neurochirurgische rehabilitationsklinik | phase b-d | schlaganfall | multiple sklerose | parkinson | neurologische rehabilitation | rehabilitation | rehab | neurolog | neuro | clinic | klinik"
Germany,Sankt Rochus Kliniken,"Bad Schönborn, Baden-Württemberg",https://www.sankt-rochus-kliniken.de/,curated | curated-dataset | germany-pilot-official-seed,src/lib/data/centers.js | official clinic site,known | candidate,verified in app | candidate (strict),Neurological early rehabilitation phase B/C/D | Official studies and research section | Ambulatory rehabilitation and neurology department || neurologische rehabilitation | phase b | phase c | phase d | rehabilitation | rehab | neurolog | neuro | klinik
Germany,Schön Klinik Bad Aibling Harthausen,"Bad Aibling, Bavaria",https://www.schoen-klinik.de/bad-aibling-harthausen,curated | curated-dataset | germany-pilot-official-seed,src/lib/data/centers.js | official clinic site,known | candidate,verified in app | candidate (strict),Neurological early rehabilitation and acute neurology | Official research and teaching section | Robotics listed as part of the treatment standard || stroke unit | schlaganfall | parkinson | rehabilitation | rehab | neurolog | neuro | stroke | spinal | klinik | zentrum
Germany,SRH Fachkrankenhaus Neresheim,"Neresheim, Baden-Württemberg",https://www.fachkrankenhaus-neresheim.de/,curated | curated-dataset | germany-second-pass-official-seed,src/lib/data/centers.js | SRH specialist hospital / neurological early rehabilitation seed,known | candidate,verified in app | candidate (strict),Official page matched intensive medicine and neurological evidence | Specialist hospital seeded for neurological early rehabilitation | Relevant for severe brain injury and early recovery pathways || intensivmedizin | rehabilitation | rehab | neurolog | neuro | klinik
Germany,SRH Kurpfalzkrankenhaus Heidelberg,"Heidelberg, Baden-Württemberg",https://www.kurpfalzkrankenhaus.de/,curated | curated-dataset | germany-pilot-official-seed,src/lib/data/centers.js | official hospital site / specialist neurology hospital,known | candidate,verified in app | candidate (strict),Official hospital page matched neurology signals | Seeded as a specialist neurology hospital with early rehabilitation relevance | Adds Heidelberg neurorehabilitation coverage beyond the Schmieder network || neurologie | neurolog | neuro | klinik
Germany,Vitrea Klinik Hattingen,"Hattingen, North Rhine-Westphalia",https://www.vitrea-gesundheit.de/reha/hattingen/,curated | curated-dataset | germany-second-pass-official-seed,src/lib/data/centers.js | Vitrea / former VAMED neurological rehabilitation seed,known | candidate,verified in app | candidate (strict),"Official page matched neurology, neurosurgery and rehabilitation evidence | Relevant for adult and pediatric neurological rehabilitation review | Specialist neurorehabilitation provider in North Rhine-Westphalia || neurologie | neurochirurgie | rehabilitation | rehab | neurolog | neuro | klinik | zentrum"
Hungary,National Center for Spinal Disorders,"Budapest, Budapest",https://nepegeszsegugyi-egyesulet.hu/en/national-center-spinal-disorders-buda-health-center,curated | curated-dataset,src/lib/data/centers.js,known | error,verified in app | error (none),"Official site is a spinal-disorders reference page | Crawling was blocked, so this is a manual official-source fallback || center"
Italy,Auxologico Meda Riabilitazione,"Meda, Lombardia",https://www.auxologico.it/sedi/auxologico-meda-riabilitazione,curated | curated-dataset,src/lib/data/centers.js,known | candidate,verified in app | candidate (broad),"An outpatient rehabilitation center with multidisciplinary care for neuromotor, cognitive and prevention needs. || riabilitazione | neurolog | neuro | centro"
Italy,Centro di riabilitazione Villa Beretta,"Costa Masnaga, Lombardia",https://www.valduce.it/it/chi-siamo/centro-di-riabilitazione-villa-beretta,curated | curated-dataset,src/lib/data/centers.js,known | candidate,verified in app | candidate (broad),"A rehabilitation center specialized in central nervous system injuries, with an interdisciplinary model and advanced technology. || rehabilitation | rehab | riabilitazione | neurolog | neuro | ictus | spinal | centro"
Italy,Centro Giusti Firenze,"Florence, Tuscany",https://www.centrogiusti.eu/,curated | curated-dataset,src/lib/data/centers.js,known | candidate,verified in app | candidate (broad),Official site explicitly targets neurological patients and spinal cord lesions | RIC pathway for neurological patients | HAL exoskeleton and other robotic rehabilitation tools || rehabilitation | rehab | riabilitazione | neurolog | neuro | ictus | lesioni midollari | centro
Italy,CRiS — Città di Rovigo,"Rovigo, Veneto",https://cris.cittadirovigo.it/,curated | curated-dataset,src/lib/data/centers.js,known | candidate,verified in app | candidate (strict),"A clinic for physical and cognitive rehabilitation of nervous system disorders, including telerehabilitation. || neuroriabilitazione | riabilitazione neurologica | riabilitazione | neurolog | neuro | ictus | spinal | clinic | centro"
Italy,Fondazione Santa Lucia IRCCS,"Roma, Lazio",https://www.hsantalucia.it/servizi-sanitari/riabilitazione-neuromotoria,curated | curated-dataset,src/lib/data/centers.js,known | candidate,verified in app | candidate (strict),"A highly specialized hospital for motor and cognitive neurorehabilitation, with multidisciplinary pathways and advanced technology. || neuroriabilitazione | riabilitazione | neurolog | neuro | ictus | parkinson | hospital | centro"
Italy,IRCCS Centro Neurolesi Bonino Pulejo,"Messina, Sicilia",https://www.irccsme.it/servizi/riabilitazione-robotica/,curated | curated-dataset,src/lib/data/centers.js,known,verified in app | known (none),"A highly specialized center for neuromotor, cognitive and robotic rehabilitation, including severe brain injury care. || fetch failed"
Italy,IRCCS Eugenio Medea,"Bosisio Parini, Lombardia",https://emedea.it/,curated | curated-dataset,src/lib/data/centers.js,known,verified in app | known (none),"An IRCCS focused on research, care and rehabilitation for neurological and neuropsychiatric disabilities in children. || fetch failed"
Italy,IRCCS Maugeri Castel Goffredo,"Castel Goffredo, Lombardia",https://www.icsmaugeri.it/dove-siamo/irccs-castel-goffredo,curated | curated-dataset,src/lib/data/centers.js,known | candidate,verified in app | candidate (broad),A site with neurological specialties and neuromotor rehabilitation in the functional care pathway. || riabilitazione | neurolog | neuro
Italy,IRCCS Maugeri Montescano,"Montescano, Lombardia",https://www.icsmaugeri.it/dove-siamo/irccs-montescano,curated | curated-dataset,src/lib/data/centers.js,known | candidate,verified in app | candidate (broad),"An IRCCS with a strong rehabilitation focus, including neuromotor rehabilitation and neurophysiology. || riabilitazione | neuro"
Italy,IRCCS Maugeri Pavia,"Pavia, Lombardia",https://www.icsmaugeri.it/dove-siamo/irccs-pavia,curated | curated-dataset,src/lib/data/centers.js,known | candidate,verified in app | candidate (broad),An IRCCS site oriented toward neuromotor rehabilitation and multidisciplinary functional recovery pathways. || riabilitazione | neuro | centro
Italy,IRCCS Maugeri Veruno,"Gattico-Veruno, Piemonte",https://www.icsmaugeri.it/dove-siamo/irccs-veruno,curated | curated-dataset,src/lib/data/centers.js,known | candidate,verified in app | candidate (broad),An institute with neurology and physical rehabilitation suited to neuromotor recovery pathways. || riabilitazione | neurolog | neuro | clinic
Italy,IRCCS S. Maria Nascente — Don Gnocchi,"Milano, Lombardia",https://www.dongnocchi.it/@strutture/centro-irccs-s-maria-nascente,curated | curated-dataset,src/lib/data/centers.js,known | candidate,verified in app | candidate (broad),"An intensive neurological rehabilitation unit for cerebrovascular, neurodegenerative, spinal and neuromuscular conditions. || rehabilitation | rehab | riabilitazione | neurolog | neuro | parkinson"
Italy,Montecatone Rehabilitation Institute,"Imola, Emilia-Romagna",https://www.montecatone.com/,curated | curated-dataset,src/lib/data/centers.js,known | candidate,verified in app | candidate (strict),A highly specialized center for intensive rehabilitation after spinal cord and acquired brain injuries. || neuroriabilitazione | riabilitazione neurologica | rehabilitation | rehab | riabilitazione | neurolog | neuro | spinal | lesioni midollari | hospital
Netherlands,Roessingh,"Enschede, Overijssel",https://www.roessingh.nl/,curated | curated-dataset,src/lib/data/centers.js,known | candidate,verified in app | candidate (strict),"Innovatie & onderzoek | Patient satisfaction published on the official site | Specialist care for NAH, MS and Parkinson || Innovatie & onderzoek | revalidatie | neurolog | neuro | parkinson | dwarslaesie"
Norway,Sunnaas sykehus HF,"Bjørnemyr, Akershus",https://www.sunnaas.no/,curated | curated-dataset,src/lib/data/centers.js,known | candidate,verified in app | candidate (broad),Largest specialized hospital in physical medicine and rehabilitation in Norway | Own research department | Rehabilitation and research are central parts of the trust || rehab | spinal cord | spinal
Portugal,Centro de Medicina de Reabilitação de Alcoitão,"Alcoitão, Lisbon District",https://cmra.scml.pt/,curated | curated-dataset,src/lib/data/centers.js,known | review,verified in app | review (weak),Official Portuguese rehabilitation center with multidisciplinary services | Inpatient programs and rehab pathways listed on the official site | Longstanding rehabilitation institution serving the Lisbon area || reabilitação | centro
Slovenia,URI Soča,"Ljubljana, Ljubljana",https://www.uri-soca.si/en/,curated | curated-dataset,src/lib/data/centers.js,known | candidate,verified in app | candidate (broad),Tertiary-level health institution with scientific research | Comprehensive rehab for central and peripheral nervous system disorders | Training center for rehabilitation professionals || rehabilitation | rehab | neurolog | neuro | stroke | spinal cord
Spain,Hospital Nacional de Parapléjicos,"Toledo, Castilla-La Mancha",http://www.infomedula.org/,curated | curated-dataset,src/lib/data/centers.js,known | candidate,verified in app | candidate (broad),"Official site of the National Spinal Cord Injury Hospital | Rehabilitation, pediatric rehab and functional electrostimulation are listed on the official service pages | Research foundation and translational neuroscience activity || rehab | rehabilitación | neuro | hospital"
Spain,Hospital Quirónsalud Miguel Domínguez,"Pontevedra, Galicia",https://www.quironsalud.com/migueldominguez,curated | curated-dataset,src/lib/data/centers.js,known | candidate,verified in app | candidate (strict),"Official neuro-rehabilitation unit on the hospital site | Exoskeletons, robotics and virtual reality for neurological patients | Modern private hospital with dedicated neuro-rehab content || neurorrehabilitación | rehab | rehabilitación | neurolog | neuro | hospital | centro"
Spain,Hospital Vithas Aguas Vivas,"Carcaixent, Valencia",https://vithas.es/centro/vithas-hospital-aguas-vivas/,curated | curated-dataset,src/lib/data/centers.js,known | candidate,verified in app | candidate (strict),Official page states neurorrehabilitation and brain injury unit | Pool and robotic / virtual-reality rehabilitation equipment | Adult and pediatric inpatient and outpatient pathways || neurorrehabilitación | rehab | rehabilitación | neurolog | neuro | ictus | parkinson | hospital | centro
Spain,Hospital Vithas Sevilla,"Seville, Andalusia",https://vithas.es/centro/vithas-hospital-sevilla/,curated | curated-dataset,src/lib/data/centers.js,known | candidate,verified in app | candidate (strict),Official hospital page lists a neurorrehabilitation unit | Official page also highlights a brain-injury unit | Part of the Vithas IRENEA rehabilitation model || neurorrehabilitación | rehab | rehabilitación | neurolog | neuro | hospital | centro
Spain,Hospital Vithas Valencia Consuelo,"Valencia, Valencia",https://vithas.es/centro/vithas-hospital-valencia-consuelo/,curated | curated-dataset,src/lib/data/centers.js,known | candidate,verified in app | candidate (strict),Official hospital page lists a pediatric neurorrehabilitation unit | Useful coverage for pediatric neurological rehabilitation in Valencia || neurorrehabilitación | rehab | rehabilitación | neurolog | neuro | ictus | hospital | centro
Spain,Hospital Vithas Vigo,"Vigo, Galicia",https://vithas.es/centro/vithas-hospital-vigo/,curated | curated-dataset,src/lib/data/centers.js,known | candidate,verified in app | candidate (strict),Official hospital page lists a neurorrehabilitation unit | Adds north-west Spain coverage || neurorrehabilitación | rehab | rehabilitación | neurolog | neuro | hospital | centro
Spain,Hospital Vithas Xanit Internacional,"Benalmádena, Andalusia",https://vithas.es/centro/vithas-hospital-xanit-internacional/,curated | curated-dataset,src/lib/data/centers.js,known | candidate,verified in app | candidate (strict),Official hospital page lists a neurorrehabilitation unit | Part of the Vithas hospital network with the IRENEA model | Suitable as a southern Spain coverage point || neurorrehabilitación | rehab | rehabilitación | neurolog | neuro | hospital | centro
Spain,Institut Guttmann,"Badalona, Catalonia",https://www.guttmann.com/es,curated | curated-dataset,src/lib/data/centers.js,known | candidate,verified in app | candidate (strict),Hospital de Neurorrehabilitación | Investigación e Innovación | Más de 4.500 personas atendidas al año || Hospital de Neurorrehabilitación | Investigación e Innovación | neurorrehabilitación | rehab | rehabilitación | neurolog | neuro | hospital
Switzerland,Balgrist University Hospital,"Zurich, Zurich",https://www.balgrist.ch/en/,curated | curated-dataset,src/lib/data/centers.js,known | review,verified in app | review (weak),Official site explicitly lists a Spinal Cord Injury Center | Comprehensive medical care for spinal cord injuries | Strong research and teaching environment at the University of Zurich || neuro | spinal cord | spinal | hospital | clinic
Switzerland,Klinik Valens,"Valens, St. Gallen",https://www.klinik-valens.ch/,curated | curated-dataset,src/lib/data/centers.js,known | candidate,verified in app | candidate (broad),Official Klinik Valens site for neurological rehabilitation | Scientifically grounded programs | Research-oriented clinic group || rehabilitation | rehab | neurolog | neuro | parkinson | clinic | klinik
Switzerland,Rehaklinik Tschugg,"Tschugg, Bern",https://www.rehaklinik-tschugg.ch/,curated | curated-dataset,src/lib/data/centers.js,known | candidate,verified in app | candidate (strict),"Neurologische Rehabilitation, Parkinsonzentrum and Epilepsy Center on the official site | Brain Health Symposium | Clinical testing of Skywalk gait-support system || Brain Health Symposium | neurorehabilitation | neurologische rehabilitation | rehabilitation | rehab | neurolog | neuro | parkinson | klinik | zentrum"
Switzerland,Rehaklinik Zihlschlacht,"Zihlschlacht, Thurgau",https://www.rehaklinik-zihlschlacht.ch/,curated | curated-dataset,src/lib/data/centers.js,known | candidate,verified in app | candidate (strict),One of the leading centers for neurorehabilitation in Switzerland | One of the most modern robotics centers in Europe | Center of Excellence recognition in rehabilitation robotics || neurorehabilitation | neurologische rehabilitation | rehabilitation | rehab | neurolog | neuro | parkinson | klinik | zentrum
Switzerland,Swiss Paraplegic Centre,"Nottwil, Lucerne",https://www.paraplegie.ch/en/,curated | curated-dataset,src/lib/data/centers.js,known | candidate,verified in app | candidate (strict),"Comprehensive rehabilitation for people with spinal cord injuries | Globally unique network of services | Medicine, research, innovation and lifelong assistance under one group || Globally unique network of services | rehabilitation | rehab | spinal cord | spinal | centre"
United Kingdom,Atkinson Morley Regional Neurosciences Centre — St George’s Hospital,"London, Greater London",https://www.stgeorges.nhs.uk/services/,curated | curated-dataset,src/lib/data/centers.js,known | candidate,verified in app | candidate (strict),Official services page lists a Neurosciences Centre with neurorehabilitation and stroke services | Rehabilitation services include gait lab and FES support for neuro-rehabilitation | Major neurosciences hub in southwest London || neurorehabilitation | neuro-rehabilitation | rehabilitation | rehab | neurolog | neuro | stroke | spinal cord | hospital | clinic
United Kingdom,London Spinal Cord Injury Centre,"Stanmore, Greater London",https://www.rnoh.nhs.uk/,curated | curated-dataset,src/lib/data/centers.js,known | candidate,verified in app | candidate (broad),London Spinal Cord Injury Centre listed on the official RNOH site | Comprehensive neuro-musculoskeletal care including acute spinal injury | Specialist rehabilitation and therapy services || rehabilitation | rehab | neuro | spinal cord | spinal | hospital | centre
United Kingdom,Mildmay Hospital,"London, Greater London",https://www.mildmay.nhs.uk/,curated | curated-dataset,src/lib/data/centers.js,known | candidate,verified in app | candidate (broad),Specialist rehabilitation for HIV-associated neurological disorders (HAND) | Leading centre in Europe for HAND rehabilitation | Step-down rehabilitation and care for complex needs || rehabilitation | rehab | neurolog | neuro | hospital
United Kingdom,National Hospital for Neurology and Neurosurgery,"London, Greater London",https://www.uclh.nhs.uk/our-services/find-service/neurology-and-neurosurgery,curated | curated-dataset,src/lib/data/centers.js,known | candidate,verified in app | candidate (strict),Official neurorehabilitation and therapy services listing | Specialist brain and spine care hospital | Major neuro research environment at Queen Square || neurorehabilitation | rehabilitation | rehab | neurolog | neuro | stroke | spinal cord | hospital
United Kingdom,Rehabilitation services — Queen Mary’s Hospital,"Roehampton, Greater London",https://www.stgeorges.nhs.uk/service/rehabilitation-service/,curated | curated-dataset,src/lib/data/centers.js,known | candidate,verified in app | candidate (strict),Official rehab service offers gait analysis and functional electrical stimulation for neuro-rehabilitation | Specialist spasticity management service | Douglas Bader Rehabilitation Centre at Queen Mary’s Hospital || Specialist spasticity management service | neuro-rehabilitation | rehabilitation | rehab | neuro | hospital | clinic
United Kingdom,Royal Hospital for Neuro-disability,"London, Greater London",https://www.rhn.org.uk/,curated | curated-dataset,src/lib/data/centers.js,known | candidate,verified in app | candidate (broad),Dedicated brain injury unit | Research and education page on the official site | Transitional rehabilitation pathways || rehab | neurolog | neuro | brain injury | hospital
United States,Brooks Rehabilitation,"Jacksonville, Florida",https://brooksrehab.org/,curated | curated-dataset,src/lib/data/centers.js,known | candidate,verified in app | candidate (broad),"Brain, stroke and spinal cord injury expertise on the official site | Research and innovation focus | Regional rehabilitation network || rehabilitation | rehab | neuro | stroke | spinal cord | spinal | hospital | center"
United States,Craig Hospital,"Englewood, Colorado",https://craighospital.org/,curated | curated-dataset,src/lib/data/centers.js,known | error,verified in app | error (none),Exclusively specializes in neurorehabilitation and research | Brain injury and spinal cord injury rehabilitation | Model systems and long-term follow-up || hospital
United States,Kessler Institute for Rehabilitation,"West Orange, New Jersey",https://www.kessler-rehab.com/,curated | curated-dataset,src/lib/data/centers.js,known | error,verified in app | error (none),Neurologic rehabilitation is listed on the official site | Brain injury and spinal cord rehabilitation programs | Research & Innovation and education sections || No qualifying neurorehabilitation evidence found on fetched page.
United States,Shepherd Center,"Atlanta, Georgia",https://www.shepherd.org/,curated | curated-dataset,src/lib/data/centers.js,known | candidate,verified in app | candidate (broad),World leader in advanced rehabilitation treatment and research | Model Systems of Care | Dedicated brain injury and spinal cord injury programs || rehabilitation | rehab | neuro | stroke | spinal cord | spinal | clinic | center
United States,Shirley Ryan AbilityLab,"Chicago, Illinois",https://www.sralab.org/,curated | curated-dataset,src/lib/data/centers.js,known | candidate,verified in app | candidate (broad),Rehabilitation research hospital | Brain and spinal cord innovation centers | Strong academic links and fellowship programs || rehabilitation | rehab | neuro | stroke | spinal cord | spinal | hospital | clinic
United States,Spaulding Rehabilitation Hospital Boston,"Boston, Massachusetts",https://www.spauldingrehab.org/,curated | curated-dataset,src/lib/data/centers.js,known | candidate,verified in app | candidate (strict),World leader in advanced rehabilitation treatment and research | Official teaching partner of Harvard Medical School PM&R | Spaulding Rehabilitation Hospital Boston ranked #2 in the nation || World leader in advanced rehabilitation treatment and research | neurological rehabilitation | rehabilitation | rehab | neurolog | neuro | stroke | spinal cord | hospital | clinic
